시도,시군구,연령,발생건수,사망자수,부상자수,중상,경상,부상신고
강원,고성군,41-50세,43,1,74,23,51,0
강원,고성군,51-60세,43,0,124,22,101,1
강원,고성군,61-64세,15,0,26,8,18,0
강원,고성군,65세이상,32,5,49,15,34,0
강원,양양군,12세이하,1,0,1,0,1,0
강원,양양군,13-20세,2,0,2,2,0,0
강원,양양군,21-30세,18,0,44,10,34,0
강원,양양군,31-40세,21,1,44,9,31,4
강원,양양군,41-50세,34,3,73,20,51,2
강원,양양군,51-60세,46,4,91,29,61,1
강원,양양군,61-64세,16,0,29,7,22,0
강원,양양군,65세이상,40,2,63,18,44,1
충북,청주시,12세이하,5,0,5,1,3,1
충북,청주시,13-20세,164,1,233,59,154,20
충북,청주시,21-30세,782,14,1302,307,972,23
충북,청주시,31-40세,910,14,1498,344,1132,22
충북,청주시,41-50세,1129,22,1748,439,1284,25
충북,청주시,51-60세,1233,18,1970,497,1451,22
충북,청주시,61-64세,248,2,377,98,275,4
충북,청주시,65세이상,386,8,588,161,400,27
충북,청주시,불명,109,0,127,22,97,8
충북,충주시,12세이하,2,0,2,1,0,1
충북,충주시,13-20세,73,1,98,16,53,29
충북,충주시,21-30세,149,3,239,74,142,23
충북,충주시,31-40세,195,2,328,96,202,30
충북,충주시,41-50세,307,7,518,133,336,49
충북,충주시,51-60세,333,5,518,165,304,49
충북,충주시,61-64세,70,2,126,37,77,12
충북,충주시,65세이상,172,20,260,80,134,46
충북,충주시,불명,31,0,36,10,24,2
충북,제천시,12세이하,3,1,2,1,1,0
충북,제천시,13-20세,35,1,42,11,29,2
충북,제천시,21-30세,107,0,173,61,105,7
충북,제천시,31-40세,131,1,216,56,154,6
충북,제천시,41-50세,201,1,364,118,233,13
충북,제천시,51-60세,221,1,356,115,236,5
충북,제천시,61-64세,66,1,106,27,77,2
충북,제천시,65세이상,106,3,179,52,119,8
충북,제천시,불명,17,0,18,10,6,2
충북,보은군,12세이하,1,0,1,0,1,0
충북,보은군,13-20세,4,0,5,2,3,0
충북,보은군,21-30세,13,1,20,8,11,1
충북,보은군,31-40세,17,2,29,12,17,0
충북,보은군,41-50세,27,3,51,15,35,1
충북,보은군,51-60세,37,4,53,19,29,5
충북,보은군,61-64세,8,0,20,9,11,0
충북,보은군,65세이상,24,2,37,19,18,0
충북,보은군,불명,2,0,2,1,1,0
충북,옥천군,13-20세,3,0,7,1,5,1
충북,옥천군,21-30세,23,0,37,15,19,3
충북,옥천군,31-40세,23,1,34,8,22,4
충북,옥천군,41-50세,51,3,130,50,77,3
충북,옥천군,51-60세,76,6,121,36,83,2
충북,옥천군,61-64세,15,0,27,6,18,3
충북,옥천군,65세이상,49,4,67,35,28,4
충북,옥천군,불명,3,0,3,2,1,0
충북,영동군,13-20세,5,0,7,4,2,1
충북,영동군,21-30세,15,1,20,11,9,0
충북,영동군,31-40세,22,0,42,22,19,1
충북,영동군,41-50세,43,4,63,32,30,1
충북,영동군,51-60세,53,2,87,34,51,2
충북,영동군,61-64세,13,0,28,13,14,1
충북,영동군,65세이상,37,3,45,20,23,2
충북,영동군,불명,2,0,2,0,1,1
충북,진천군,12세이하,2,0,2,0,2,0
충북,진천군,13-20세,16,0,24,6,17,1
충북,진천군,21-30세,57,0,85,26,56,3
충북,진천군,31-40세,86,2,134,46,87,1
충북,진천군,41-50세,117,4,174,44,129,1
충북,진천군,51-60세,94,2,166,46,118,2
충북,진천군,61-64세,16,0,44,6,38,0
충북,진천군,65세이상,51,1,77,24,51,2
충북,진천군,불명,11,0,13,4,9,0
충북,괴산군,13-20세,3,0,10,2,7,1
충북,괴산군,21-30세,22,1,43,12,26,5
충북,괴산군,31-40세,20,0,36,15,20,1
충북,괴산군,41-50세,43,3,75,25,40,10
충북,괴산군,51-60세,47,5,69,30,35,4
충북,괴산군,61-64세,10,0,16,8,6,2
충북,괴산군,65세이상,32,6,54,18,29,7
충북,괴산군,불명,3,0,6,2,4,0
충북,음성군,13-20세,19,2,28,9,16,3
충북,음성군,21-30세,60,4,106,46,54,6
충북,음성군,31-40세,98,3,159,54,98,7
충북,음성군,41-50세,149,7,242,90,146,6
충북,음성군,51-60세,138,8,227,83,139,5
충북,음성군,61-64세,35,1,62,25,33,4
충북,음성군,65세이상,65,8,100,32,60,8
충북,음성군,불명,19,0,37,5,27,5
충북,단양군,13-20세,4,0,9,4,5,0
충북,단양군,21-30세,12,0,25,9,16,0
충북,단양군,31-40세,20,1,35,14,21,0
충북,단양군,41-50세,38,3,51,25,25,1
충북,단양군,51-60세,43,1,64,23,40,1
충북,단양군,61-64세,11,3,24,9,15,0
충북,단양군,65세이상,27,2,35,12,23,0
충북,단양군,불명,3,0,3,0,2,1
충북,증평군,13-20세,11,0,23,8,12,3
충북,증평군,21-30세,25,0,33,13,15,5
충북,증평군,31-40세,27,1,43,14,26,3
충북,증평군,41-50세,50,2,78,21,52,5
충북,증평군,51-60세,49,1,73,21,49,3
충북,증평군,61-64세,16,1,27,6,18,3
충북,증평군,65세이상,32,2,45,14,24,7
충북,증평군,불명,3,0,3,1,2,0
충남,천안시,12세이하,8,0,9,1,4,4
충남,천안시,13-20세,82,2,116,27,78,11
충남,천안시,21-30세,464,4,695,175,495,25
충남,천안시,31-40세,507,9,781,160,588,33
충남,천안시,41-50세,613,19,909,231,654,24
충남,천안시,51-60세,529,11,794,197,569,28
충남,천안시,61-64세,117,2,190,48,134,8
충남,천안시,65세이상,147,10,231,64,156,11
충남,천안시,불명,58,0,66,12,41,13
충남,아산시,12세이하,2,0,2,0,2,0
충남,아산시,13-20세,36,1,47,23,23,1
충남,아산시,21-30세,208,10,329,115,210,4
충남,아산시,31-40세,249,3,357,107,245,5
충남,아산시,41-50세,269,5,409,122,279,8
충남,아산시,51-60세,258,16,393,119,264,10
충남,아산시,61-64세,45,0,91,28,61,2
충남,아산시,65세이상,81,5,106,48,56,2
충남,아산시,불명,23,0,26,2,21,3
충남,보령시,13-20세,25,0,46,10,32,4
충남,보령시,21-30세,65,1,95,30,63,2
충남,보령시,31-40세,89,4,135,52,79,4
충남,보령시,41-50세,125,4,198,72,122,4
충남,보령시,51-60세,132,9,215,85,126,4
충남,보령시,61-64세,44,1,65,22,41,2
충남,보령시,65세이상,89,7,130,55,69,6
충남,보령시,불명,13,0,15,4,8,3
충남,공주시,13-20세,27,1,40,13,23,4
충남,공주시,21-30세,59,3,101,33,63,5
충남,공주시,31-40세,68,1,149,59,87,3
충남,공주시,41-50세,113,7,199,58,133,8
충남,공주시,51-60세,109,4,189,90,90,9
충남,공주시,61-64세,30,0,50,24,26,0
충남,공주시,65세이상,56,5,68,28,34,6
충남,공주시,불명,7,0,10,5,5,0
충남,서산시,12세이하,2,0,2,1,1,0
충남,서산시,13-20세,27,0,35,8,21,6
충남,서산시,21-30세,94,5,166,47,114,5
충남,서산시,31-40세,116,3,186,72,108,6
충남,서산시,41-50세,173,7,242,99,137,6
충남,서산시,51-60세,148,13,232,110,110,12
충남,서산시,61-64세,47,2,65,32,29,4
충남,서산시,65세이상,82,7,116,45,64,7
충남,서산시,불명,10,0,12,3,6,3
충남,금산군,13-20세,2,0,5,0,5,0
충남,금산군,21-30세,25,0,37,8,26,3
충남,금산군,31-40세,26,3,47,13,31,3
충남,금산군,41-50세,66,4,112,38,71,3
충남,금산군,51-60세,58,3,95,29,64,2
충남,금산군,61-64세,17,1,28,13,15,0
충남,금산군,65세이상,44,5,68,31,36,1
충남,금산군,불명,1,0,1,1,0,0
충남,태안군,12세이하,1,0,1,0,1,0
충남,태안군,13-20세,11,2,28,9,19,0
충남,태안군,21-30세,26,1,46,22,23,1
충남,태안군,31-40세,46,1,73,41,28,4
충남,태안군,41-50세,79,4,121,52,67,2
충남,태안군,51-60세,87,9,130,58,69,3
충남,태안군,61-64세,20,0,32,13,19,0
충남,태안군,65세이상,55,4,77,43,33,1
충남,태안군,불명,1,0,1,0,1,0
충남,논산시,12세이하,2,0,2,0,2,0
충남,논산시,13-20세,23,0,31,8,21,2
충남,논산시,21-30세,75,2,124,52,71,1
충남,논산시,31-40세,85,6,138,64,74,0
충남,논산시,41-50세,104,7,178,87,91,0
충남,논산시,51-60세,142,11,226,107,117,2
충남,논산시,61-64세,35,2,59,17,41,1
충남,논산시,65세이상,103,5,148,49,97,2
충남,논산시,불명,13,0,13,3,10,0
충남,부여군,12세이하,2,0,2,0,1,1
충남,부여군,13-20세,7,1,8,3,5,0
충남,부여군,21-30세,32,2,42,17,24,1
충남,부여군,31-40세,36,4,53,27,24,2
충남,부여군,41-50세,71,4,108,52,55,1
충남,부여군,51-60세,87,6,137,68,69,0
충남,부여군,61-64세,23,0,39,26,13,0
충남,부여군,65세이상,61,2,84,46,38,0
충남,부여군,불명,7,0,7,2,5,0
충남,서천군,13-20세,4,0,4,3,1,0
충남,서천군,21-30세,25,0,46,23,23,0
충남,서천군,31-40세,39,4,66,16,45,5
충남,서천군,41-50세,66,2,112,41,67,4
충남,서천군,51-60세,95,6,158,66,89,3
충남,서천군,61-64세,34,0,54,13,40,1
충남,서천군,65세이상,84,5,129,56,69,4
충남,서천군,불명,3,0,3,0,3,0
충남,청양군,13-20세,6,0,22,4,12,6
충남,청양군,21-30세,29,2,52,17,35,0
충남,청양군,31-40세,33,2,48,19,28,1
충남,청양군,41-50세,45,2,64,21,40,3
충남,청양군,51-60세,56,3,92,33,57,2
충남,청양군,61-64세,18,0,25,11,13,1
충남,청양군,65세이상,48,2,81,27,47,7
충남,청양군,불명,1,0,1,0,1,0
충남,홍성군,13-20세,11,1,12,1,11,0
충남,홍성군,21-30세,51,4,75,16,56,3
충남,홍성군,31-40세,63,3,95,17,77,1
충남,홍성군,41-50세,116,1,172,46,124,2
충남,홍성군,51-60세,129,1,209,72,136,1
충남,홍성군,61-64세,33,3,37,14,23,0
충남,홍성군,65세이상,69,10,95,33,61,1
충남,홍성군,불명,8,0,9,3,6,0
충남,예산군,12세이하,2,0,2,0,2,0
충남,예산군,13-20세,13,0,23,4,19,0
충남,예산군,21-30세,51,6,95,35,58,2
충남,예산군,31-40세,64,4,102,33,66,3
충남,예산군,41-50세,111,8,190,85,103,2
충남,예산군,51-60세,104,6,183,58,118,7
충남,예산군,61-64세,41,2,74,28,46,0
충남,예산군,65세이상,75,1,124,57,62,5
충남,예산군,불명,3,0,4,1,2,1
충남,당진시,12세이하,1,0,1,0,1,0
충남,당진시,13-20세,22,1,31,9,22,0
충남,당진시,21-30세,129,3,215,48,157,10
충남,당진시,31-40세,157,4,218,51,160,7
충남,당진시,41-50세,213,7,334,88,239,7
충남,당진시,51-60세,191,12,272,74,197,1
충남,당진시,61-64세,44,2,64,17,47,0
충남,당진시,65세이상,107,2,154,41,112,1
충남,당진시,불명,25,0,26,5,13,8
충남,계룡시,13-20세,1,0,1,0,1,0
충남,계룡시,21-30세,7,1,8,3,5,0
충남,계룡시,31-40세,12,0,18,5,13,0
충남,계룡시,41-50세,27,1,40,15,24,1
충남,계룡시,51-60세,19,1,35,5,30,0
충남,계룡시,61-64세,9,0,17,5,12,0
충남,계룡시,65세이상,6,0,7,3,4,0
충남,계룡시,불명,2,0,3,1,2,0
전북,전주시,12세이하,4,0,4,0,3,1
전북,전주시,13-20세,94,3,155,38,113,4
전북,전주시,21-30세,377,11,620,133,486,1
전북,전주시,31-40세,396,7,628,139,484,5
전북,전주시,41-50세,578,9,925,205,718,2
전북,전주시,51-60세,620,16,992,178,804,10
전북,전주시,61-64세,152,4,243,40,202,1
전북,전주시,65세이상,253,11,402,102,299,1
전북,전주시,불명,58,0,67,14,53,0
전북,군산시,12세이하,2,0,2,0,2,0
전북,군산시,13-20세,52,1,86,18,57,11
전북,군산시,21-30세,236,5,416,72,334,10
전북,군산시,31-40세,309,6,499,73,395,31
전북,군산시,41-50세,378,6,615,121,469,25
전북,군산시,51-60세,439,8,639,102,501,36
전북,군산시,61-64세,117,1,184,36,142,6
전북,군산시,65세이상,234,8,353,80,257,16
전북,군산시,불명,26,0,27,7,18,2
전북,정읍시,12세이하,3,0,3,0,2,1
전북,정읍시,13-20세,28,0,31,9,18,4
전북,정읍시,21-30세,51,1,85,23,61,1
전북,정읍시,31-40세,75,2,115,30,83,2
전북,정읍시,41-50세,109,5,181,44,136,1
전북,정읍시,51-60세,147,3,206,53,150,3
전북,정읍시,61-64세,38,4,74,20,54,0
전북,정읍시,65세이상,111,9,144,46,96,2
전북,정읍시,불명,6,0,8,1,6,1
전북,남원시,12세이하,1,0,1,1,0,0
전북,남원시,13-20세,9,0,9,2,7,0
전북,남원시,21-30세,35,0,58,14,44,0
전북,남원시,31-40세,45,2,57,22,35,0
전북,남원시,41-50세,95,3,137,58,79,0
전북,남원시,51-60세,87,3,127,35,92,0
전북,남원시,61-64세,28,2,41,17,24,0
전북,남원시,65세이상,56,10,78,27,51,0
전북,남원시,불명,2,0,2,0,2,0
전북,김제시,13-20세,18,1,35,10,25,0
전북,김제시,21-30세,58,0,94,28,66,0
전북,김제시,31-40세,71,8,120,37,83,0
전북,김제시,41-50세,96,6,158,51,107,0
전북,김제시,51-60세,158,5,272,73,199,0
전북,김제시,61-64세,45,3,59,21,38,0
전북,김제시,65세이상,79,6,117,35,80,2
전북,김제시,불명,2,0,3,1,2,0
전북,완주군,13-20세,13,1,19,9,9,1
전북,완주군,21-30세,44,6,82,18,64,0
전북,완주군,31-40세,53,2,100,23,77,0
전북,완주군,41-50세,96,5,158,36,118,4
전북,완주군,51-60세,98,3,190,54,134,2
전북,완주군,61-64세,26,2,50,13,37,0
전북,완주군,65세이상,61,4,108,33,73,2
전북,완주군,불명,5,0,6,2,4,0
전북,진안군,12세이하,1,0,1,1,0,0
전북,진안군,13-20세,2,0,4,0,4,0
전북,진안군,21-30세,7,0,11,4,7,0
전북,진안군,31-40세,12,0,17,2,15,0
전북,진안군,41-50세,26,4,39,16,22,1
전북,진안군,51-60세,25,3,36,15,21,0
전북,진안군,61-64세,1,0,3,0,3,0
전북,진안군,65세이상,27,1,46,22,21,3
전북,무주군,13-20세,1,0,1,1,0,0
전북,무주군,21-30세,6,0,20,8,12,0
전북,무주군,31-40세,17,0,27,9,17,1
전북,무주군,41-50세,15,5,22,10,12,0
전북,무주군,51-60세,17,0,36,20,16,0
전북,무주군,61-64세,5,0,7,3,3,1
전북,무주군,65세이상,14,3,18,11,7,0
전북,장수군,13-20세,3,0,8,3,5,0
전북,장수군,21-30세,5,0,8,2,6,0
전북,장수군,31-40세,11,3,15,8,7,0
전북,장수군,41-50세,19,1,25,11,13,1
전북,장수군,51-60세,21,0,51,19,32,0
전북,장수군,61-64세,6,0,8,2,5,1
전북,장수군,65세이상,9,0,16,6,10,0
전북,임실군,13-20세,3,0,8,7,1,0
전북,임실군,21-30세,12,3,18,3,13,2
전북,임실군,31-40세,11,2,16,4,12,0
전북,임실군,41-50세,26,1,49,8,40,1
전북,임실군,51-60세,41,2,74,24,50,0
전북,임실군,61-64세,8,1,9,4,5,0
전북,임실군,65세이상,29,3,43,22,20,1
전북,임실군,불명,2,0,4,3,1,0
전북,순창군,13-20세,4,2,6,4,2,0
전북,순창군,21-30세,7,0,7,4,3,0
전북,순창군,31-40세,15,1,19,11,8,0
전북,순창군,41-50세,29,1,47,17,29,1
전북,순창군,51-60세,37,2,54,19,34,1
전북,순창군,61-64세,12,0,17,8,9,0
전북,순창군,65세이상,42,5,62,13,46,3
전북,고창군,13-20세,1,0,1,1,0,0
전북,고창군,21-30세,13,0,25,7,18,0
전북,고창군,31-40세,26,4,35,20,15,0
전북,고창군,41-50세,53,6,100,37,62,1
전북,고창군,51-60세,52,3,84,35,43,6
전북,고창군,61-64세,20,0,28,12,16,0
전북,고창군,65세이상,49,8,72,39,31,2
전북,고창군,불명,3,0,3,2,1,0
전북,부안군,12세이하,2,0,2,0,1,1
전북,부안군,13-20세,9,0,13,5,7,1
전북,부안군,21-30세,33,0,62,18,39,5
전북,부안군,31-40세,52,2,97,28,66,3
전북,부안군,41-50세,70,3,110,32,59,19
전북,부안군,51-60세,83,5,146,58,87,1
전북,부안군,61-64세,28,1,53,16,33,4
전북,부안군,65세이상,101,7,178,67,107,4
전북,부안군,불명,3,0,3,0,2,1
전북,익산시,13-20세,33,0,51,6,45,0
전북,익산시,21-30세,214,5,354,70,276,8
전북,익산시,31-40세,272,9,417,79,332,6
전북,익산시,41-50세,368,9,576,97,470,9
전북,익산시,51-60세,392,6,622,132,485,5
전북,익산시,61-64세,81,1,123,26,97,0
전북,익산시,65세이상,181,4,255,65,188,2
전북,익산시,불명,32,0,42,11,30,1
전남,목포시,12세이하,5,0,5,1,4,0
전남,목포시,13-20세,83,0,132,26,101,5
전남,목포시,21-30세,219,3,388,56,326,6
전남,목포시,31-40세,291,4,485,78,396,11
전남,목포시,41-50세,335,8,540,67,468,5
전남,목포시,51-60세,345,2,602,88,506,8
전남,목포시,61-64세,84,1,138,19,117,2
전남,목포시,65세이상,161,3,273,47,220,6
전남,목포시,불명,72,0,87,7,64,16
전남,여수시,12세이하,2,0,2,1,0,1
전남,여수시,13-20세,40,0,57,16,40,1
전남,여수시,21-30세,191,9,333,68,262,3
전남,여수시,31-40세,238,9,388,76,308,4
전남,여수시,41-50세,311,11,472,111,358,3
전남,여수시,51-60세,330,9,524,105,415,4
전남,여수시,61-64세,106,5,151,34,116,1
전남,여수시,65세이상,138,6,209,50,157,2
전남,여수시,불명,26,0,28,3,20,5
전남,순천시,12세이하,2,0,2,1,1,0
전남,순천시,13-20세,55,0,78,14,59,5
전남,순천시,21-30세,177,5,295,65,219,11
전남,순천시,31-40세,248,10,417,90,312,15
전남,순천시,41-50세,316,7,497,140,344,13
전남,순천시,51-60세,373,8,560,130,398,32
전남,순천시,61-64세,88,5,129,41,84,4
전남,순천시,65세이상,162,6,250,85,150,15
전남,순천시,불명,33,0,36,7,23,6
전남,나주시,13-20세,17,1,32,5,25,2
전남,나주시,21-30세,66,5,132,26,99,7
전남,나주시,31-40세,98,4,178,27,135,16
전남,나주시,41-50세,137,4,218,36,169,13
전남,나주시,51-60세,153,5,272,56,191,25
전남,나주시,61-64세,48,3,79,26,49,4
전남,나주시,65세이상,105,8,163,37,115,11
전남,나주시,불명,15,0,17,2,11,4
전남,광양시,12세이하,2,0,2,0,2,0
전남,광양시,13-20세,23,3,39,7,29,3
전남,광양시,21-30세,96,3,165,34,124,7
전남,광양시,31-40세,149,3,245,48,184,13
전남,광양시,41-50세,227,8,376,71,288,17
전남,광양시,51-60세,210,5,334,59,261,14
전남,광양시,61-64세,58,0,90,25,63,2
전남,광양시,65세이상,87,3,118,37,70,11
전남,광양시,불명,15,0,18,3,13,2
전남,담양군,13-20세,7,0,15,1,14,0
전남,담양군,21-30세,36,4,71,9,62,0
전남,담양군,31-40세,54,1,82,11,70,1
전남,담양군,41-50세,64,0,123,16,104,3
전남,담양군,51-60세,86,8,146,18,124,4
전남,담양군,61-64세,31,2,59,10,49,0
전남,담양군,65세이상,78,5,148,27,119,2
전남,담양군,불명,4,0,4,0,2,2
전남,곡성군,13-20세,2,0,4,1,3,0
전남,곡성군,21-30세,13,1,22,1,20,1
전남,곡성군,31-40세,18,2,28,5,23,0
전남,곡성군,41-50세,24,0,54,18,35,1
전남,곡성군,51-60세,38,1,53,19,34,0
전남,곡성군,61-64세,9,0,18,4,14,0
전남,곡성군,65세이상,32,0,50,15,35,0
전남,구례군,13-20세,1,0,2,1,1,0
전남,구례군,21-30세,13,1,14,5,7,2
전남,구례군,31-40세,13,1,15,5,7,3
전남,구례군,41-50세,24,2,24,9,12,3
전남,구례군,51-60세,50,3,85,24,57,4
전남,구례군,61-64세,13,1,26,7,19,0
전남,구례군,65세이상,31,2,47,11,30,6
전남,구례군,불명,1,0,1,0,1,0
전남,고흥군,12세이하,1,0,1,1,0,0
전남,고흥군,13-20세,5,0,7,1,6,0
전남,고흥군,21-30세,23,1,43,15,27,1
전남,고흥군,31-40세,33,3,47,15,31,1
전남,고흥군,41-50세,64,5,93,28,59,6
전남,고흥군,51-60세,100,4,159,61,96,2
전남,고흥군,61-64세,30,3,46,22,23,1
전남,고흥군,65세이상,60,3,93,37,53,3
전남,고흥군,불명,1,0,1,0,1,0
전남,보성군,13-20세,3,0,4,3,1,0
전남,보성군,21-30세,26,2,46,12,29,5
전남,보성군,31-40세,31,1,53,12,40,1
전남,보성군,41-50세,48,2,80,28,49,3
전남,보성군,51-60세,58,2,108,34,70,4
전남,보성군,61-64세,31,1,61,10,49,2
전남,보성군,65세이상,55,4,86,26,55,5
전남,화순군,12세이하,2,0,2,0,2,0
전남,화순군,13-20세,18,0,31,4,23,4
전남,화순군,21-30세,29,0,53,6,43,4
전남,화순군,31-40세,47,1,86,15,66,5
전남,화순군,41-50세,93,1,170,41,114,15
전남,화순군,51-60세,84,3,162,32,119,11
전남,화순군,61-64세,18,1,33,6,26,1
전남,화순군,65세이상,57,6,88,10,70,8
전남,화순군,불명,5,0,5,0,2,3
전남,장흥군,13-20세,4,0,6,3,3,0
전남,장흥군,21-30세,17,1,28,12,16,0
전남,장흥군,31-40세,33,2,45,12,32,1
전남,장흥군,41-50세,44,2,76,24,49,3
전남,장흥군,51-60세,74,4,106,39,67,0
전남,장흥군,61-64세,18,0,30,13,16,1
전남,장흥군,65세이상,66,2,97,42,53,2
전남,장흥군,불명,2,0,2,0,1,1
전남,강진군,13-20세,5,1,5,2,3,0
전남,강진군,21-30세,16,1,33,10,23,0
전남,강진군,31-40세,27,1,44,19,25,0
전남,강진군,41-50세,54,4,93,24,63,6
전남,강진군,51-60세,66,4,110,33,73,4
전남,강진군,61-64세,10,0,15,2,12,1
전남,강진군,65세이상,55,3,72,25,45,2
전남,강진군,불명,1,0,1,0,1,0
전남,해남군,13-20세,11,0,25,4,17,4
전남,해남군,21-30세,31,1,45,10,31,4
전남,해남군,31-40세,42,2,58,20,33,5
전남,해남군,41-50세,102,9,165,56,102,7
전남,해남군,51-60세,98,5,174,37,123,14
전남,해남군,61-64세,29,1,58,17,34,7
전남,해남군,65세이상,72,6,111,30,68,13
전남,해남군,불명,3,0,3,1,2,0
전남,영암군,12세이하,2,0,2,0,2,0
전남,영암군,13-20세,3,0,3,0,3,0
전남,영암군,21-30세,70,5,144,28,114,2
전남,영암군,31-40세,103,2,175,38,133,4
전남,영암군,41-50세,120,6,228,42,183,3
전남,영암군,51-60세,116,4,198,54,143,1
전남,영암군,61-64세,28,1,49,16,33,0
전남,영암군,65세이상,89,6,165,50,111,4
전남,영암군,불명,5,0,5,0,5,0
전남,무안군,12세이하,1,0,1,0,1,0
전남,무안군,13-20세,15,1,25,8,16,1
전남,무안군,21-30세,59,2,98,26,72,0
전남,무안군,31-40세,71,6,128,28,97,3
전남,무안군,41-50세,97,3,152,30,119,3
전남,무안군,51-60세,94,3,161,28,131,2
전남,무안군,61-64세,24,5,34,8,25,1
전남,무안군,65세이상,72,1,107,31,71,5
전남,무안군,불명,9,0,9,3,6,0
전남,함평군,13-20세,3,0,4,3,1,0
전남,함평군,21-30세,21,2,38,6,28,4
전남,함평군,31-40세,24,0,37,6,30,1
전남,함평군,41-50세,45,2,71,12,56,3
전남,함평군,51-60세,39,2,66,13,51,2
전남,함평군,61-64세,8,0,12,4,7,1
전남,함평군,65세이상,36,3,71,12,55,4
전남,함평군,불명,4,0,4,1,3,0
전남,영광군,13-20세,5,0,12,3,9,0
전남,영광군,21-30세,19,0,26,10,15,1
전남,영광군,31-40세,23,1,33,9,24,0
전남,영광군,41-50세,47,3,98,38,57,3
전남,영광군,51-60세,61,4,105,28,73,4
전남,영광군,61-64세,17,1,29,7,21,1
전남,영광군,65세이상,60,10,85,28,51,6
전남,장성군,13-20세,3,0,4,1,2,1
전남,장성군,21-30세,27,1,43,9,32,2
전남,장성군,31-40세,36,3,73,23,39,11
전남,장성군,41-50세,73,3,117,41,75,1
전남,장성군,51-60세,56,6,92,26,62,4
전남,장성군,61-64세,11,0,17,1,13,3
전남,장성군,65세이상,40,1,62,16,41,5
전남,완도군,13-20세,8,0,23,5,18,0
전남,완도군,21-30세,11,3,17,5,12,0
전남,완도군,31-40세,24,1,42,17,21,4
전남,완도군,41-50세,36,0,60,22,36,2
전남,완도군,51-60세,46,5,79,27,52,0
전남,완도군,61-64세,16,3,16,6,10,0
전남,완도군,65세이상,37,2,47,27,16,4
전남,완도군,불명,2,0,2,1,1,0
전남,진도군,13-20세,2,0,4,1,3,0
전남,진도군,21-30세,10,0,14,1,13,0
전남,진도군,31-40세,21,2,29,11,16,2
전남,진도군,41-50세,31,2,48,18,27,3
전남,진도군,51-60세,22,2,41,8,33,0
전남,진도군,61-64세,6,0,10,3,7,0
전남,진도군,65세이상,31,3,42,18,22,2
전남,진도군,불명,2,0,2,1,1,0
전남,신안군,13-20세,2,0,4,4,0,0
전남,신안군,21-30세,6,0,11,2,8,1
전남,신안군,31-40세,14,0,33,12,21,0
전남,신안군,41-50세,12,2,15,7,7,1
전남,신안군,51-60세,31,4,47,14,32,1
전남,신안군,61-64세,9,0,17,4,12,1
전남,신안군,65세이상,22,2,25,15,8,2
전남,신안군,불명,2,0,2,0,2,0
경북,포항시,12세이하,7,0,8,1,6,1
경북,포항시,13-20세,115,1,181,57,106,18
경북,포항시,21-30세,352,5,534,146,362,26
경북,포항시,31-40세,452,4,732,193,510,29
경북,포항시,41-50세,673,14,996,247,705,44
경북,포항시,51-60세,781,11,1158,297,829,32
경북,포항시,61-64세,209,9,338,77,248,13
경북,포항시,65세이상,278,8,379,102,266,11
경북,포항시,불명,58,0,60,14,41,5
경북,경주시,12세이하,1,0,1,0,0,1
경북,경주시,13-20세,76,2,114,40,57,17
경북,경주시,21-30세,262,11,477,168,275,34
경북,경주시,31-40세,300,8,468,164,265,39
경북,경주시,41-50세,449,15,756,260,444,52
경북,경주시,51-60세,532,16,862,308,492,62
경북,경주시,61-64세,134,7,212,79,119,14
경북,경주시,65세이상,257,8,396,151,223,22
경북,경주시,불명,46,1,53,10,35,8
경북,김천시,13-20세,20,0,29,3,25,1
경북,김천시,21-30세,53,2,79,28,50,1
경북,김천시,31-40세,93,2,142,64,76,2
경북,김천시,41-50세,147,6,217,73,142,2
경북,김천시,51-60세,159,8,230,96,134,0
경북,김천시,61-64세,43,2,57,33,24,0
경북,김천시,65세이상,95,9,124,58,66,0
경북,김천시,불명,2,0,2,0,2,0
경북,안동시,12세이하,6,0,6,2,3,1
경북,안동시,13-20세,48,1,69,21,35,13
경북,안동시,21-30세,125,2,208,50,146,12
경북,안동시,31-40세,148,5,233,65,150,18
경북,안동시,41-50세,226,5,344,120,212,12
경북,안동시,51-60세,296,9,453,132,305,16
경북,안동시,61-64세,90,3,153,41,108,4
경북,안동시,65세이상,164,11,215,80,122,13
경북,안동시,불명,10,1,10,3,7,0
경북,구미시,12세이하,11,0,12,3,3,6
경북,구미시,13-20세,104,2,145,36,59,50
경북,구미시,21-30세,394,9,589,170,346,73
경북,구미시,31-40세,437,10,649,185,403,61
경북,구미시,41-50세,504,9,753,220,453,80
경북,구미시,51-60세,454,6,669,195,415,59
경북,구미시,61-64세,95,6,133,48,77,8
경북,구미시,65세이상,119,5,149,48,67,34
경북,구미시,불명,63,0,71,12,40,19
경북,영주시,12세이하,1,0,1,0,1,0
경북,영주시,13-20세,21,0,32,9,23,0
경북,영주시,21-30세,57,2,86,17,68,1
경북,영주시,31-40세,106,1,152,55,96,1
경북,영주시,41-50세,141,4,228,71,155,2
경북,영주시,51-60세,193,5,267,101,163,3
경북,영주시,61-64세,46,3,53,23,30,0
경북,영주시,65세이상,114,0,157,54,101,2
경북,영주시,불명,3,0,3,1,1,1
경북,영천시,13-20세,18,0,25,7,14,4
경북,영천시,21-30세,61,3,83,30,50,3
경북,영천시,31-40세,88,3,143,56,78,9
