시도,시군구,사고유형대분류,사고유형,발생건수,사망자수,부상자수,중상,경상,부상신고
서울,종로구,차대사람,횡단중,151,1,158,77,67,14
서울,종로구,차대사람,차도통행중,55,2,56,29,20,7
서울,종로구,차대사람,길가장자리구역통행중,54,1,55,14,28,13
서울,종로구,차대사람,보도통행중,32,1,32,8,18,6
서울,종로구,차대사람,기타,103,2,105,33,54,18
서울,종로구,차대차,정면충돌,29,0,57,17,28,12
서울,종로구,차대차,측면충돌,561,0,806,183,517,106
서울,종로구,차대차,추돌,168,0,293,43,221,29
서울,종로구,차대차,추돌,91,0,164,23,124,17
서울,종로구,차대차,기타,93,0,120,24,79,17
서울,종로구,차량단독,전도전복,7,0,8,3,3,2
서울,종로구,차량단독,공작물충돌,26,0,31,8,13,10
서울,종로구,차량단독,주/정차차량 충돌,1,0,1,0,1,0
서울,종로구,차량단독,기타,43,1,47,9,29,9
서울,중구,차대사람,횡단중,153,4,157,93,53,11
서울,중구,차대사람,차도통행중,55,1,56,28,19,9
서울,중구,차대사람,길가장자리구역통행중,34,0,36,13,20,3
서울,중구,차대사람,보도통행중,22,0,25,10,15,0
서울,중구,차대사람,기타,109,3,108,29,61,18
서울,중구,차대차,정면충돌,27,0,58,16,36,6
서울,중구,차대차,측면충돌,499,0,701,180,444,77
서울,중구,차대차,추돌,212,0,329,51,235,43
서울,중구,차대차,추돌,72,0,140,21,107,12
서울,중구,차대차,기타,108,0,138,43,72,23
서울,중구,차량단독,전도전복,6,0,7,2,5,0
서울,중구,차량단독,공작물충돌,11,0,17,4,10,3
서울,중구,차량단독,기타,30,0,31,10,17,4
서울,용산구,차대사람,횡단중,111,4,118,59,47,12
서울,용산구,차대사람,차도통행중,29,0,31,14,15,2
서울,용산구,차대사람,길가장자리구역통행중,33,0,36,7,24,5
서울,용산구,차대사람,보도통행중,13,0,14,6,7,1
서울,용산구,차대사람,기타,148,5,154,50,83,21
서울,용산구,차대차,정면충돌,56,1,92,30,54,8
서울,용산구,차대차,측면충돌,426,2,609,147,425,37
서울,용산구,차대차,추돌,188,0,324,62,232,30
서울,용산구,차대차,추돌,139,0,226,35,172,19
서울,용산구,차대차,기타,314,3,437,78,321,38
서울,용산구,차량단독,전도전복,8,1,7,3,0,4
서울,용산구,차량단독,공작물충돌,21,1,29,11,12,6
서울,용산구,차량단독,기타,30,1,33,11,17,5
서울,성동구,차대사람,횡단중,129,3,138,65,68,5
서울,성동구,차대사람,차도통행중,10,0,11,4,6,1
서울,성동구,차대사람,길가장자리구역통행중,15,0,15,7,4,4
서울,성동구,차대사람,보도통행중,15,0,17,6,9,2
서울,성동구,차대사람,기타,147,0,154,62,79,13
서울,성동구,차대차,정면충돌,27,0,35,14,19,2
서울,성동구,차대차,측면충돌,287,1,421,139,215,67
서울,성동구,차대차,추돌,129,0,246,44,165,37
서울,성동구,차대차,추돌,62,1,126,15,97,14
서울,성동구,차대차,기타,364,1,516,119,296,101
서울,성동구,차량단독,전도전복,4,0,4,0,3,1
서울,성동구,차량단독,공작물충돌,18,2,20,8,11,1
서울,성동구,차량단독,도로이탈,1,0,1,0,1,0
서울,성동구,차량단독,기타,19,0,21,6,8,7
서울,동대문구,차대사람,횡단중,215,5,225,112,105,8
서울,동대문구,차대사람,차도통행중,25,0,26,6,20,0
서울,동대문구,차대사람,길가장자리구역통행중,21,0,22,9,13,0
서울,동대문구,차대사람,보도통행중,19,0,19,2,16,1
서울,동대문구,차대사람,기타,297,3,313,104,182,27
서울,동대문구,차대차,정면충돌,137,2,187,38,135,14
서울,동대문구,차대차,측면충돌,427,2,612,145,416,51
서울,동대문구,차대차,추돌,165,0,263,52,192,19
서울,동대문구,차대차,추돌,102,1,166,29,124,13
서울,동대문구,차대차,기타,611,2,825,182,549,94
서울,동대문구,차량단독,전도전복,11,0,12,2,8,2
서울,동대문구,차량단독,공작물충돌,14,1,18,3,8,7
서울,동대문구,차량단독,주/정차차량 충돌,1,0,1,0,0,1
서울,동대문구,차량단독,기타,40,0,42,18,18,6
서울,성북구,차대사람,횡단중,279,5,293,126,153,14
서울,성북구,차대사람,차도통행중,46,2,47,22,25,0
서울,성북구,차대사람,길가장자리구역통행중,59,1,58,18,35,5
서울,성북구,차대사람,보도통행중,20,0,23,10,13,0
서울,성북구,차대사람,기타,99,1,100,35,56,9
서울,성북구,차대차,정면충돌,33,0,46,10,33,3
서울,성북구,차대차,측면충돌,630,4,893,207,612,74
서울,성북구,차대차,추돌,165,1,270,46,197,27
서울,성북구,차대차,추돌,170,1,338,47,260,31
서울,성북구,차대차,기타,121,0,158,34,108,16
서울,성북구,차량단독,전도전복,7,1,8,4,1,3
서울,성북구,차량단독,공작물충돌,18,3,17,2,8,7
서울,성북구,차량단독,도로이탈,1,0,1,0,1,0
서울,성북구,차량단독,기타,32,0,34,15,17,2
서울,도봉구,차대사람,횡단중,141,4,142,78,54,10
서울,도봉구,차대사람,차도통행중,21,1,21,10,6,5
서울,도봉구,차대사람,길가장자리구역통행중,32,0,33,15,13,5
서울,도봉구,차대사람,보도통행중,20,0,22,8,13,1
서울,도봉구,차대사람,기타,56,1,56,21,30,5
서울,도봉구,차대차,정면충돌,45,0,64,23,33,8
서울,도봉구,차대차,측면충돌,306,1,457,100,289,68
서울,도봉구,차대차,추돌,118,0,189,41,123,25
서울,도봉구,차대차,추돌,68,0,127,19,95,13
서울,도봉구,차대차,기타,65,0,87,26,44,17
서울,도봉구,차량단독,전도전복,3,0,3,0,3,0
서울,도봉구,차량단독,공작물충돌,7,1,21,4,10,7
서울,도봉구,차량단독,기타,32,0,33,16,12,5
서울,은평구,차대사람,횡단중,186,10,187,101,71,15
서울,은평구,차대사람,차도통행중,53,1,58,21,27,10
서울,은평구,차대사람,길가장자리구역통행중,39,1,38,12,25,1
서울,은평구,차대사람,보도통행중,28,0,31,14,15,2
서울,은평구,차대사람,기타,85,0,89,19,52,18
서울,은평구,차대차,정면충돌,19,0,41,13,21,7
서울,은평구,차대차,측면충돌,463,3,718,158,459,101
서울,은평구,차대차,추돌,137,1,227,43,162,22
서울,은평구,차대차,추돌,99,0,169,26,122,21
서울,은평구,차대차,기타,66,0,82,21,50,11
서울,은평구,차량단독,전도전복,5,0,6,1,5,0
서울,은평구,차량단독,공작물충돌,4,0,6,1,4,1
서울,은평구,차량단독,도로이탈,1,0,1,0,1,0
서울,은평구,차량단독,기타,18,0,20,8,11,1
서울,서대문구,차대사람,횡단중,104,3,107,58,39,10
서울,서대문구,차대사람,차도통행중,28,1,29,17,12,0
서울,서대문구,차대사람,길가장자리구역통행중,17,1,18,4,12,2
서울,서대문구,차대사람,보도통행중,17,1,16,4,9,3
서울,서대문구,차대사람,기타,190,2,207,82,97,28
서울,서대문구,차대차,정면충돌,26,0,36,12,20,4
서울,서대문구,차대차,측면충돌,239,0,382,94,225,63
서울,서대문구,차대차,추돌,110,0,176,30,121,25
서울,서대문구,차대차,추돌,82,0,131,20,107,4
서울,서대문구,차대차,기타,201,3,327,74,185,68
서울,서대문구,차량단독,전도전복,8,0,10,3,1,6
서울,서대문구,차량단독,공작물충돌,14,1,17,6,10,1
서울,서대문구,차량단독,주/정차차량 충돌,1,0,1,1,0,0
서울,서대문구,차량단독,기타,34,1,35,11,16,8
서울,마포구,차대사람,횡단중,164,3,172,74,92,6
서울,마포구,차대사람,차도통행중,50,1,56,23,28,5
서울,마포구,차대사람,길가장자리구역통행중,36,0,37,9,22,6
서울,마포구,차대사람,보도통행중,25,0,25,12,10,3
서울,마포구,차대사람,기타,197,3,214,89,109,16
서울,마포구,차대차,정면충돌,50,0,90,23,65,2
서울,마포구,차대차,측면충돌,433,3,684,178,446,60
서울,마포구,차대차,추돌,292,2,590,113,426,51
서울,마포구,차대차,추돌,117,1,252,47,186,19
서울,마포구,차대차,기타,371,1,535,115,353,67
서울,마포구,차량단독,전도전복,13,1,15,4,7,4
서울,마포구,차량단독,공작물충돌,30,1,36,12,18,6
서울,마포구,차량단독,도로이탈,1,1,1,1,0,0
서울,마포구,차량단독,기타,23,0,23,6,13,4
서울,강서구,차대사람,횡단중,145,3,154,67,84,3
서울,강서구,차대사람,차도통행중,92,1,96,30,61,5
서울,강서구,차대사람,길가장자리구역통행중,29,0,29,9,17,3
서울,강서구,차대사람,보도통행중,19,1,19,5,13,1
서울,강서구,차대사람,기타,246,2,251,93,125,33
서울,강서구,차대차,정면충돌,51,0,79,21,54,4
서울,강서구,차대차,측면충돌,478,1,732,150,536,46
서울,강서구,차대차,추돌,113,2,239,55,151,33
서울,강서구,차대차,추돌,154,0,287,37,230,20
서울,강서구,차대차,기타,533,1,793,158,526,109
서울,강서구,차량단독,전도전복,7,0,7,1,5,1
서울,강서구,차량단독,공작물충돌,18,1,21,7,12,2
서울,강서구,차량단독,기타,47,0,55,15,39,1
서울,구로구,차대사람,횡단중,207,7,215,106,92,17
서울,구로구,차대사람,차도통행중,38,2,40,22,15,3
서울,구로구,차대사람,길가장자리구역통행중,27,0,27,10,17,0
서울,구로구,차대사람,보도통행중,20,0,23,8,11,4
서울,구로구,차대사람,기타,146,5,155,62,71,22
서울,구로구,차대차,정면충돌,34,0,64,16,43,5
서울,구로구,차대차,측면충돌,407,1,621,141,406,74
서울,구로구,차대차,추돌,175,0,302,72,208,22
서울,구로구,차대차,추돌,179,1,327,45,259,23
서울,구로구,차대차,기타,224,2,300,62,194,44
서울,구로구,차량단독,전도전복,6,1,5,0,3,2
서울,구로구,차량단독,공작물충돌,20,0,23,6,11,6
서울,구로구,차량단독,기타,25,0,25,9,11,5
서울,영등포구,차대사람,횡단중,258,12,266,136,107,23
서울,영등포구,차대사람,차도통행중,61,1,62,25,31,6
서울,영등포구,차대사람,길가장자리구역통행중,52,0,54,18,30,6
서울,영등포구,차대사람,보도통행중,27,1,29,13,14,2
서울,영등포구,차대사람,기타,164,5,168,49,97,22
서울,영등포구,차대차,정면충돌,120,2,185,40,123,22
서울,영등포구,차대차,측면충돌,801,3,1200,259,782,159
서울,영등포구,차대차,추돌,352,1,651,85,507,59
서울,영등포구,차대차,추돌,182,1,319,45,224,50
서울,영등포구,차대차,기타,343,2,476,83,318,75
서울,영등포구,차량단독,전도전복,14,0,16,1,7,8
서울,영등포구,차량단독,공작물충돌,35,0,80,27,41,12
서울,영등포구,차량단독,주/정차차량 충돌,1,0,1,1,0,0
서울,영등포구,차량단독,도로이탈,1,0,1,0,1,0
서울,영등포구,차량단독,도로이탈,1,0,2,0,2,0
서울,영등포구,차량단독,기타,50,0,54,14,36,4
서울,동작구,차대사람,횡단중,163,0,177,83,71,23
서울,동작구,차대사람,차도통행중,50,1,52,19,25,8
서울,동작구,차대사람,길가장자리구역통행중,73,0,73,25,41,7
서울,동작구,차대사람,보도통행중,28,0,28,7,16,5
서울,동작구,차대사람,기타,79,0,85,35,46,4
서울,동작구,차대차,정면충돌,32,1,57,29,20,8
서울,동작구,차대차,측면충돌,426,1,660,112,451,97
서울,동작구,차대차,추돌,233,0,347,47,258,42
서울,동작구,차대차,추돌,162,2,316,48,239,29
서울,동작구,차대차,기타,82,0,118,20,81,17
서울,동작구,차량단독,전도전복,7,0,8,2,3,3
서울,동작구,차량단독,공작물충돌,26,2,34,12,18,4
서울,동작구,차량단독,도로이탈,1,0,1,0,1,0
서울,동작구,차량단독,기타,24,0,38,8,28,2
서울,관악구,차대사람,횡단중,195,7,209,100,99,10
서울,관악구,차대사람,차도통행중,12,0,12,4,7,1
서울,관악구,차대사람,길가장자리구역통행중,62,1,61,23,33,5
서울,관악구,차대사람,보도통행중,24,0,24,12,11,1
서울,관악구,차대사람,기타,220,1,237,63,151,23
서울,관악구,차대차,정면충돌,44,0,67,19,45,3
서울,관악구,차대차,측면충돌,386,0,522,105,366,51
서울,관악구,차대차,추돌,190,0,299,42,236,21
서울,관악구,차대차,추돌,130,1,215,30,174,11
서울,관악구,차대차,기타,307,2,426,80,305,41
서울,관악구,차량단독,전도전복,8,0,8,4,3,1
서울,관악구,차량단독,공작물충돌,11,0,15,3,9,3
서울,관악구,차량단독,도로이탈,1,0,2,0,1,1
서울,관악구,차량단독,기타,35,0,38,16,21,1
서울,강남구,차대사람,횡단중,305,7,317,129,161,27
서울,강남구,차대사람,차도통행중,43,0,47,10,29,8
서울,강남구,차대사람,길가장자리구역통행중,91,0,92,22,58,12
서울,강남구,차대사람,보도통행중,56,1,55,18,34,3
서울,강남구,차대사람,기타,423,2,439,128,261,50
서울,강남구,차대차,정면충돌,98,0,162,42,87,33
서울,강남구,차대차,측면충돌,840,4,1230,276,832,122
서울,강남구,차대차,추돌,621,1,1037,148,778,111
서울,강남구,차대차,추돌,346,0,623,86,459,78
서울,강남구,차대차,기타,1057,1,1583,293,1056,234
서울,강남구,차량단독,전도전복,11,0,12,2,6,4
서울,강남구,차량단독,공작물충돌,28,2,32,9,11,12
서울,강남구,차량단독,도로이탈,1,0,1,0,1,0
서울,강남구,차량단독,기타,50,2,56,10,34,12
서울,강동구,차대사람,횡단중,157,6,161,69,83,9
서울,강동구,차대사람,차도통행중,33,1,34,15,14,5
서울,강동구,차대사람,길가장자리구역통행중,24,0,24,6,15,3
서울,강동구,차대사람,보도통행중,22,0,25,8,15,2
서울,강동구,차대사람,기타,243,7,245,98,130,17
서울,강동구,차대차,정면충돌,41,1,77,14,55,8
서울,강동구,차대차,측면충돌,274,3,447,108,304,35
서울,강동구,차대차,추돌,105,0,204,39,151,14
서울,강동구,차대차,추돌,79,0,163,24,130,9
서울,강동구,차대차,기타,464,3,692,138,502,52
서울,강동구,차량단독,전도전복,3,0,4,1,1,2
서울,강동구,차량단독,공작물충돌,12,1,14,10,3,1
서울,강동구,차량단독,기타,37,1,39,13,24,2
서울,송파구,차대사람,횡단중,225,7,248,110,108,30
서울,송파구,차대사람,차도통행중,80,1,84,38,40,6
서울,송파구,차대사람,길가장자리구역통행중,78,0,84,32,45,7
서울,송파구,차대사람,보도통행중,44,0,47,24,21,2
서울,송파구,차대사람,기타,175,1,183,70,82,31
서울,송파구,차대차,정면충돌,106,0,164,56,78,30
서울,송파구,차대차,측면충돌,874,3,1215,290,705,220
서울,송파구,차대차,추돌,370,0,627,107,423,97
서울,송파구,차대차,추돌,300,2,545,64,414,67
서울,송파구,차대차,기타,341,1,460,106,283,71
서울,송파구,차량단독,전도전복,12,0,12,4,2,6
서울,송파구,차량단독,공작물충돌,32,1,39,12,16,11
서울,송파구,차량단독,도로이탈,2,0,3,0,3,0
서울,송파구,차량단독,기타,48,0,52,15,29,8
서울,서초구,차대사람,횡단중,203,4,209,106,92,11
서울,서초구,차대사람,차도통행중,27,2,28,13,11,4
서울,서초구,차대사람,길가장자리구역통행중,58,0,60,17,37,6
서울,서초구,차대사람,보도통행중,51,2,53,27,21,5
서울,서초구,차대사람,기타,157,3,158,46,92,20
서울,서초구,차대차,정면충돌,56,0,86,21,58,7
서울,서초구,차대차,측면충돌,583,2,961,216,622,123
서울,서초구,차대차,추돌,388,1,751,136,557,58
서울,서초구,차대차,추돌,224,2,413,84,275,54
서울,서초구,차대차,기타,344,1,559,129,377,53
서울,서초구,차량단독,전도전복,6,0,8,3,4,1
서울,서초구,차량단독,공작물충돌,20,0,27,7,19,1
서울,서초구,차량단독,도로이탈,3,1,3,1,2,0
서울,서초구,차량단독,기타,40,2,42,17,23,2
서울,양천구,차대사람,횡단중,188,4,197,98,88,11
서울,양천구,차대사람,차도통행중,24,0,26,8,16,2
서울,양천구,차대사람,길가장자리구역통행중,31,0,31,11,17,3
서울,양천구,차대사람,보도통행중,27,0,28,8,19,1
서울,양천구,차대사람,기타,198,1,208,77,115,16
서울,양천구,차대차,정면충돌,46,0,76,19,53,4
서울,양천구,차대차,측면충돌,465,1,650,131,466,53
서울,양천구,차대차,추돌,153,0,295,42,231,22
서울,양천구,차대차,추돌,140,1,268,49,200,19
서울,양천구,차대차,기타,275,1,398,76,279,43
서울,양천구,차량단독,전도전복,7,1,6,1,2,3
서울,양천구,차량단독,공작물충돌,18,4,18,6,10,2
서울,양천구,차량단독,주/정차차량 충돌,1,0,1,0,0,1
서울,양천구,차량단독,기타,23,1,29,9,17,3
서울,중랑구,차대사람,횡단중,228,4,239,116,102,21
서울,중랑구,차대사람,차도통행중,38,0,39,14,22,3
서울,중랑구,차대사람,길가장자리구역통행중,73,1,73,14,52,7
서울,중랑구,차대사람,보도통행중,26,0,27,7,18,2
서울,중랑구,차대사람,기타,140,0,148,61,77,10
서울,중랑구,차대차,정면충돌,80,1,109,27,58,24
서울,중랑구,차대차,측면충돌,509,4,709,144,432,133
서울,중랑구,차대차,추돌,160,0,256,46,182,28
서울,중랑구,차대차,추돌,180,1,325,55,241,29
서울,중랑구,차대차,기타,217,0,271,71,152,48
서울,중랑구,차량단독,전도전복,11,1,11,4,0,7
서울,중랑구,차량단독,공작물충돌,24,3,24,8,9,7
서울,중랑구,차량단독,주/정차차량 충돌,1,0,1,0,0,1
서울,중랑구,차량단독,기타,35,1,37,11,22,4
서울,노원구,차대사람,횡단중,196,4,205,93,97,15
서울,노원구,차대사람,차도통행중,42,0,44,15,22,7
서울,노원구,차대사람,길가장자리구역통행중,28,1,27,7,15,5
서울,노원구,차대사람,보도통행중,27,0,29,14,12,3
서울,노원구,차대사람,기타,106,0,109,43,55,11
서울,노원구,차대차,정면충돌,83,1,148,36,90,22
서울,노원구,차대차,측면충돌,369,1,513,113,319,81
서울,노원구,차대차,추돌,198,1,392,56,298,38
서울,노원구,차대차,추돌,118,1,241,42,177,22
서울,노원구,차대차,기타,240,2,322,79,187,56
서울,노원구,차량단독,전도전복,7,1,6,2,2,2
서울,노원구,차량단독,공작물충돌,14,2,19,6,4,9
서울,노원구,차량단독,주/정차차량 충돌,2,0,2,1,1,0
서울,노원구,차량단독,기타,29,1,41,11,23,7
서울,광진구,차대사람,횡단중,105,4,114,64,42,8
서울,광진구,차대사람,차도통행중,32,0,39,12,25,2
서울,광진구,차대사람,길가장자리구역통행중,18,0,18,7,9,2
서울,광진구,차대사람,보도통행중,19,0,22,8,13,1
서울,광진구,차대사람,기타,158,3,161,65,79,17
서울,광진구,차대차,정면충돌,23,1,43,18,20,5
서울,광진구,차대차,측면충돌,297,2,417,114,255,48
서울,광진구,차대차,추돌,154,2,283,64,201,18
서울,광진구,차대차,추돌,106,1,190,25,148,17
서울,광진구,차대차,기타,274,2,406,94,272,40
서울,광진구,차량단독,전도전복,6,0,6,4,2,0
서울,광진구,차량단독,공작물충돌,14,2,14,3,6,5
서울,광진구,차량단독,기타,29,0,31,13,15,3
서울,강북구,차대사람,횡단중,180,5,196,82,109,5
서울,강북구,차대사람,차도통행중,25,1,26,7,17,2
서울,강북구,차대사람,길가장자리구역통행중,16,1,15,4,9,2
서울,강북구,차대사람,보도통행중,19,0,23,4,18,1
서울,강북구,차대사람,기타,189,3,196,67,110,19
서울,강북구,차대차,정면충돌,63,0,88,24,58,6
서울,강북구,차대차,측면충돌,378,3,537,133,376,28
서울,강북구,차대차,추돌,77,1,167,22,131,14
서울,강북구,차대차,추돌,101,0,186,22,151,13
서울,강북구,차대차,기타,168,2,194,43,137,14
서울,강북구,차량단독,전도전복,8,0,8,1,7,0
서울,강북구,차량단독,공작물충돌,8,0,12,4,6,2
서울,강북구,차량단독,도로이탈,1,0,2,1,1,0
서울,강북구,차량단독,기타,32,0,34,15,18,1
서울,금천구,차대사람,횡단중,112,6,124,56,57,11
서울,금천구,차대사람,차도통행중,3,0,3,2,1,0
서울,금천구,차대사람,길가장자리구역통행중,8,0,9,4,4,1
서울,금천구,차대사람,보도통행중,7,0,7,3,4,0
서울,금천구,차대사람,기타,136,2,149,65,75,9
서울,금천구,차대차,정면충돌,20,0,44,14,28,2
서울,금천구,차대차,측면충돌,274,1,452,71,337,44
서울,금천구,차대차,추돌,93,0,183,20,149,14
서울,금천구,차대차,추돌,70,0,128,13,112,3
서울,금천구,차대차,기타,154,0,234,33,177,24
서울,금천구,차량단독,전도전복,3,0,3,0,2,1
서울,금천구,차량단독,공작물충돌,10,0,13,1,11,1
서울,금천구,차량단독,도로이탈,1,0,1,1,0,0
서울,금천구,차량단독,기타,23,1,24,8,16,0
부산,중구,차대사람,횡단중,56,3,55,35,17,3
부산,중구,차대사람,차도통행중,8,0,11,4,4,3
부산,중구,차대사람,길가장자리구역통행중,13,0,13,8,4,1
부산,중구,차대사람,보도통행중,7,0,7,4,3,0
부산,중구,차대사람,기타,37,0,43,19,24,0
부산,중구,차대차,정면충돌,3,0,5,3,2,0
부산,중구,차대차,측면충돌,132,2,206,55,132,19
부산,중구,차대차,추돌,22,0,32,5,24,3
부산,중구,차대차,추돌,24,0,42,6,35,1
부산,중구,차대차,기타,27,0,35,8,23,4
부산,중구,차량단독,공작물충돌,3,1,2,0,0,2
부산,중구,차량단독,기타,5,0,5,1,4,0
부산,서구,차대사람,횡단중,67,2,69,41,24,4
부산,서구,차대사람,차도통행중,26,2,24,13,11,0
부산,서구,차대사람,길가장자리구역통행중,18,1,19,9,8,2
부산,서구,차대사람,보도통행중,12,0,12,8,4,0
부산,서구,차대사람,기타,12,0,12,3,9,0
부산,서구,차대차,정면충돌,36,0,67,29,33,5
부산,서구,차대차,측면충돌,171,0,281,69,181,31
부산,서구,차대차,추돌,55,0,95,14,75,6
부산,서구,차대차,추돌,55,1,122,16,100,6
부산,서구,차대차,기타,28,0,42,13,23,6
부산,서구,차량단독,전도전복,1,0,1,0,1,0
부산,서구,차량단독,공작물충돌,15,1,21,7,11,3
부산,서구,차량단독,기타,18,0,21,14,7,0
부산,동구,차대사람,횡단중,38,2,38,19,19,0
부산,동구,차대사람,차도통행중,12,0,13,7,5,1
부산,동구,차대사람,길가장자리구역통행중,13,0,13,3,10,0
부산,동구,차대사람,보도통행중,5,0,5,3,2,0
부산,동구,차대사람,기타,93,3,94,45,39,10
부산,동구,차대차,정면충돌,9,0,15,4,11,0
부산,동구,차대차,측면충돌,152,1,210,53,144,13
부산,동구,차대차,추돌,51,0,98,32,57,9
부산,동구,차대차,추돌,34,2,55,8,43,4
부산,동구,차대차,기타,88,0,125,35,78,12
부산,동구,차량단독,전도전복,4,1,4,3,1,0
부산,동구,차량단독,공작물충돌,4,2,2,2,0,0
부산,동구,차량단독,도로이탈,1,0,1,0,1,0
부산,동구,차량단독,도로이탈,1,0,5,3,2,0
부산,동구,차량단독,기타,23,1,22,9,12,1
부산,영도구,차대사람,횡단중,63,2,66,39,25,2
부산,영도구,차대사람,차도통행중,9,0,9,6,3,0
부산,영도구,차대사람,길가장자리구역통행중,7,1,6,4,2,0
부산,영도구,차대사람,보도통행중,3,0,3,1,2,0
부산,영도구,차대사람,기타,56,2,57,27,28,2
부산,영도구,차대차,정면충돌,35,1,49,13,34,2
부산,영도구,차대차,측면충돌,82,0,123,32,88,3
부산,영도구,차대차,추돌,43,0,64,16,43,5
부산,영도구,차대차,추돌,19,0,38,9,28,1
부산,영도구,차대차,기타,59,0,86,20,64,2
부산,영도구,차량단독,전도전복,4,0,5,4,1,0
부산,영도구,차량단독,공작물충돌,3,0,5,3,2,0
부산,영도구,차량단독,기타,11,0,13,6,7,0
부산,부산진구,차대사람,횡단중,181,5,182,96,80,6
부산,부산진구,차대사람,차도통행중,13,0,13,2,10,1
부산,부산진구,차대사람,길가장자리구역통행중,26,0,27,9,18,0
부산,부산진구,차대사람,보도통행중,6,0,6,3,3,0
부산,부산진구,차대사람,기타,225,3,235,108,118,9
부산,부산진구,차대차,정면충돌,64,1,107,30,66,11
부산,부산진구,차대차,측면충돌,322,2,497,179,283,35
부산,부산진구,차대차,추돌,123,1,205,51,144,10
부산,부산진구,차대차,추돌,74,0,150,41,98,11
부산,부산진구,차대차,기타,361,3,514,158,319,37
부산,부산진구,차량단독,전도전복,1,0,1,1,0,0
부산,부산진구,차량단독,공작물충돌,7,1,6,4,1,1
부산,부산진구,차량단독,기타,28,0,29,12,15,2
부산,동래구,차대사람,횡단중,193,4,198,124,69,5
부산,동래구,차대사람,차도통행중,55,0,57,30,26,1
부산,동래구,차대사람,길가장자리구역통행중,55,0,57,21,29,7
부산,동래구,차대사람,보도통행중,16,0,16,9,7,0
부산,동래구,차대사람,기타,24,0,25,15,10,0
부산,동래구,차대차,정면충돌,57,0,93,35,50,8
부산,동래구,차대차,측면충돌,396,3,538,171,333,34
부산,동래구,차대차,추돌,105,1,164,44,109,11
부산,동래구,차대차,추돌,66,0,106,13,85,8
부산,동래구,차대차,기타,25,0,28,11,14,3
부산,동래구,차량단독,전도전복,5,0,5,3,1,1
부산,동래구,차량단독,공작물충돌,13,1,13,8,3,2
부산,동래구,차량단독,기타,9,0,9,6,3,0
부산,남구,차대사람,횡단중,146,3,152,82,63,7
부산,남구,차대사람,차도통행중,19,0,20,12,7,1
부산,남구,차대사람,길가장자리구역통행중,53,1,53,20,27,6
부산,남구,차대사람,보도통행중,10,0,10,3,7,0
부산,남구,차대사람,기타,46,0,48,24,21,3
부산,남구,차대차,정면충돌,42,2,65,18,42,5
부산,남구,차대차,측면충돌,213,2,284,69,186,29
부산,남구,차대차,추돌,174,2,296,72,188,36
부산,남구,차대차,추돌,57,0,122,19,89,14
부산,남구,차대차,기타,90,0,134,37,79,18
부산,남구,차량단독,전도전복,2,0,2,1,1,0
부산,남구,차량단독,공작물충돌,15,0,24,13,8,3
부산,남구,차량단독,도로이탈,1,0,1,0,0,1
부산,남구,차량단독,기타,18,0,20,6,13,1
부산,북구,차대사람,횡단중,123,1,130,73,55,2
부산,북구,차대사람,차도통행중,12,1,12,7,4,1
부산,북구,차대사람,길가장자리구역통행중,6,0,6,3,3,0
부산,북구,차대사람,보도통행중,6,0,9,5,4,0
부산,북구,차대사람,기타,72,2,74,38,28,8
부산,북구,차대차,정면충돌,24,0,38,14,21,3
부산,북구,차대차,측면충돌,190,0,288,65,207,16
부산,북구,차대차,추돌,114,0,198,47,146,5
부산,북구,차대차,추돌,66,2,121,29,87,5
부산,북구,차대차,기타,97,0,149,34,102,13
부산,북구,차량단독,전도전복,5,1,4,2,2,0
부산,북구,차량단독,공작물충돌,12,3,16,6,9,1
부산,북구,차량단독,기타,22,0,23,6,11,6
부산,해운대구,차대사람,횡단중,143,4,147,83,58,6
부산,해운대구,차대사람,차도통행중,16,0,17,6,6,5
부산,해운대구,차대사람,길가장자리구역통행중,21,1,20,10,10,0
부산,해운대구,차대사람,보도통행중,10,0,11,4,7,0
부산,해운대구,차대사람,기타,142,4,149,71,67,11
부산,해운대구,차대차,정면충돌,56,1,101,33,61,7
부산,해운대구,차대차,측면충돌,306,2,463,140,278,45
부산,해운대구,차대차,추돌,148,2,248,49,175,24
부산,해운대구,차대차,추돌,110,1,181,33,130,18
부산,해운대구,차대차,기타,274,0,384,99,263,22
부산,해운대구,차량단독,전도전복,5,0,7,4,2,1
부산,해운대구,차량단독,공작물충돌,22,1,31,15,12,4
부산,해운대구,차량단독,도로이탈,1,0,1,0,1,0
부산,해운대구,차량단독,기타,24,0,24,12,8,4
부산,사하구,차대사람,횡단중,111,1,120,68,48,4
부산,사하구,차대사람,차도통행중,2,0,2,1,1,0
부산,사하구,차대사람,길가장자리구역통행중,11,0,11,0,11,0
부산,사하구,차대사람,보도통행중,11,1,10,7,3,0
부산,사하구,차대사람,기타,182,4,185,74,100,11
부산,사하구,차대차,정면충돌,30,2,50,17,28,5
부산,사하구,차대차,측면충돌,242,3,373,89,262,22
부산,사하구,차대차,추돌,62,0,83,25,53,5
부산,사하구,차대차,추돌,67,0,113,21,87,5
부산,사하구,차대차,기타,398,1,632,132,403,97
부산,사하구,차량단독,전도전복,7,0,8,4,3,1
부산,사하구,차량단독,공작물충돌,11,1,16,9,4,3
부산,사하구,차량단독,기타,25,0,30,16,6,8
부산,금정구,차대사람,횡단중,173,1,186,98,62,26
